ID,User Story,Requirements,Manual Scenario,domain
349,"PB - As a User, I want to delete a Widget with the underlying Block","1. Be able to delete a Widget with the same experience of deleting the old Widget
2. the block behind will be deleted too with the Widget
3. Undo and Redo will remain the same for Widget deletion
4. Unsaved trigger will remain the same for Widget deletion","Scenario: Deleting a Widget and Its Associated Block
Given the user is in Page Builder in Create or Edit mode
And a Widget is present in a Block
When the user deletes the Widget
Then the Widget deletion experience should be the same as deleting the old Widget
And Given the Widget is deleted
Then the Block behind the Widget should also be deleted
And Given the Undo and Redo functions are available
When the user clicks Undo or Redo after deleting a Widget
Then the Widget and Block deletion should be reversible
And Given the Unsaved Changes trigger exists
When the user deletes a Widget and its Block
Then the Unsaved Changes trigger should behave the same way as before",Marketing Operations Platform
350,"PB - As a User, I want to have Text Box Widget toolbar as a whole for the combo of Block & Widget","1. Be able to select Text Box Widget and Block as a whole, and the bounding box will be highlighted as the same experience as old Block's bounding box
2. Be able to see previously defined text box toolbar with Up arrow only with the Block bounding box experience","Scenario: Selecting a Text Box Widget and Block with Bounding Box Highlighting
Given the user is in Page Builder
And a Text Box Widget is inside a Block
When the user selects the Text Box Widget
Then the entire Block should be selected as well
And the bounding box should be highlighted with the same experience as the old Block's bounding box
And Given the Text Box Widget is selected
When the user interacts with the Text Box toolbar
Then the toolbar should display only the Up arrow, maintaining the Block bounding box experience",Marketing Operations Platform
351,"PB - As a User, I want to only select & see the combo of Widget and Block (bounding box experience) in Page Builder","1. Be able to select Widget and Block as a whole, and the bounding box will be highlighted as the same experience as old Block's bounding box
2. Be able to only navigate Up back to the Section","Scenario: Selecting a Widget and Block with Bounding Box Highlighting and Up Navigation
Given the user is in Page Builder
And a Widget is inside a Block
When the user selects the Widget
Then the entire Block should also be selected
And the bounding box should be highlighted with the same experience as the old Block's bounding box
And Given the Widget and Block are selected
When the user attempts to navigate Up
Then they should be taken back to the Section containing the Block
And no other navigation options should be available",Marketing Operations Platform
352,"PB - As a User, I want to undo & redo actions for the combo of Widget & Block","1. Be able to Undo & Redo actions of the Widget & Block as whole
2. Adding Widgets with Blocks to Page (dragging in)
3. Removing/deleting Widgets with Blocks from Page
4. Moving Widgets with Blocks by dragging","Scenario: Undo & Redo Actions for Widget and Block as a Whole
Given the user is in Page Builder in Create or Edit mode
And the Undo and Redo buttons are available
When the user drags a Widget with its Block into the Page
Then the action should be recorded
And clicking Undo should remove the newly added Widget and Block
And clicking Redo should restore the Widget and Block
When the user deletes a Widget with its Block
Then clicking Undo should restore the deleted Widget and Block
And clicking Redo should delete the Widget and Block again
When the user drags and moves a Widget with its Block to a different location
Then clicking Undo should return the Widget and Block to their previous position
And clicking Redo should move the Widget and Block back to the new position",Marketing Operations Platform
353,"PB - As a User, I want to see a new landing page","1. Be able to see just empty Sections with no ""Blocks""","Scenario: Viewing Empty Sections Without Blocks
Given the user is in Page Builder
And the Page is in Create or Edit mode
When the user adds a new Section
Then the Section should be visible as an empty container
And it should not contain any Blocks by default
And the user should have the option to drag Widgets into the empty Section",Marketing Operations Platform
355,"PB - As a User, I want to report Resource Download (Preview) action in Usage Reporting for Custom Page Module","1. Be able to track the Smart Page usage reporting and User’s usage reporting for resource download action (Preview type of Resource, aka “Good“ quality)","Scenario: Track Smart Page and user resource download actions for ""Good"" quality previews
Given a user is logged into the platform
When the user interacts with a Smart Page
And the user downloads a resource in ""Good"" quality preview mode
Then the system records the Smart Page usage in the usage reporting system
And the system logs the user's resource download action in the user's usage reporting system",Marketing Operations Platform
356,"PB - As a User, I want to report on Resource downloaded (Preview) separately than added in Smart Page for Resource Module (Usage)","1. Be able to track Resource usage reporting and User’s usage reporting - Resource download action that happens in Smart Pages for previously uploaded Resource (Preview type of Resource, aka “Good“ quality) via Resource Lookup","Scenario: Track resource download actions in Smart Pages via Resource Lookup
Given a user is editing a Smart Page
And the user has added a previously uploaded resource to the page using the Resource Lookup feature
When the user downloads the resource in ""Good"" quality (preview mode)
Then the system records this download action in the resource usage reporting system
And the system logs this download action in the user's usage reporting system",Marketing Operations Platform
358,Related (V3) - As a user I want to open View Related Items for Folder/Record/Databases (New Page ticket). [Design Ticket #3],"1. When source item is a not a Resource (ie, is a *Folder*, or a *Database*, or a *Record*), this ‘View’ Related page will open when that source item’s Action or Icon is selected
2. Title of page is ‘Related - {{itemname}}’","Scenario: Opening the 'Related' page for non-resource items
Given a user is viewing a source item that is not a resource (e.g., a Folder, Database, or Record)
When the user selects the action or icon associated with viewing related items for that source
Then a new 'View' Related page opens
And the title of the page is 'Related - {{itemname}}'",Marketing Operations Platform
359,Related (V3) - As a user I want to open View Related Items for Resources (in existing Info Page). [Design Ticket #2],"1. When source item is a Resource, the ‘View’ Related screen will be added as a tab in Info Preview for that Resource
2. 'x' icon for Info Preview page and other existing elements should behave same for new tab as others","Scenario: Addition of 'View' Related Tab in Resource Info Preview with Consistent Behavior
Given a user is viewing the Info Preview of a Resource
When the system adds a new 'View' Related tab to the Info Preview interface
Then the 'View' Related tab should function consistently with existing tabs
And the 'x' icon for closing the Info Preview should behave the same as it does for other tabs
And all existing elements within the Info Preview should maintain their current behavior with the addition of the new tab",Marketing Operations Platform
360,"Related (V3) -  As a user I want to ""Add Related Items"" (Core New Overlay) [Design Ticket #1A: Overall Page UI + Resource Tab]","1.This overlay will open when ‘Add items’ is selected from the ‘View’ related pages as handled in other tickets. 
2. Page name in overlay header is '*Add Related Items:* *{{itemname}}* ","Scenario: Opening the 'Add Related Items' Overlay from the 'View' Related Page
Given the user is on the 'View' related page for an item named ""{{itemname}}""
When the user selects the 'Add items' option
Then an overlay opens with the header titled 'Add Related Items: {{itemname}}'",Marketing Operations Platform
363,"PB - (FE components) As a User, I want to move a sub page to become a standalone Simple Page (Parent)","1. Be able to move a sub-Page to become a standalone Page that doesn’t contain any sub-Page, via drag-and-drop from Navigation Panel on editing mode in Page Builder
2. Be able to see the updated order / hierarchy of Page list from Navigation Panel","Scenario: Moving a Sub-Page to Become a Standalone Page via Drag-and-Drop in Page Builder
Given the user is in editing mode within the Page Builder
And the Navigation Panel displays a hierarchical list of pages, including sub-pages
When the user drags a sub-page from its current parent page and drops it into the root level of the Navigation Panel
Then the sub-page becomes a standalone page without any sub-pages
And the Navigation Panel updates to reflect the new page hierarchy
And the user can see the updated order and hierarchy of the page list in the Navigation Panel",Marketing Operations Platform
372,"PB - As a User, I want to re-order pages within the same parent/root via Nav - FE integration","1. Be able to re-order Pages via drag-and-drop from Nav Panel during editing
2. Sub-pages will be moved all together with Page if it contains any
3. After drag-and-drop of Pages, Sub-pages will be *collapsed* under Page from Nav Panel","Scenario: Reordering Pages via Drag-and-Drop in Navigation Panel during Editing
Given the user is in editing mode within the Page Builder
And the Navigation Panel displays a list of pages, some of which contain sub-pages
When the user drags a page to a new position within the Navigation Panel
Then the system moves the selected page to the new position
And if the moved page contains sub-pages, all associated sub-pages move along with it
And after the drag-and-drop action, any sub-pages under the moved page are collapsed in the Navigation Panel",Marketing Operations Platform
373,"PB - As a User, I want to delete pages via Nav - BE","1. Be able to click on setting button of a simple page from Nav as per and click on Delete
2. Be able to see the deletion popup (Page deletion and sub-page deletion )as per 
3. Be able to click on yes or no to proceed the deletion or not","Scenario: Deleting a Simple Page from the Navigation Panel
Given the user is in the Page Builder's editing mode
And the Navigation Panel displays a list of pages
When the user clicks on the settings button of a simple page in the Navigation Panel
And selects the ""Delete"" option
Then a confirmation popup appears, indicating that the page and any sub-pages will be deleted
And the popup provides ""Yes"" and ""No"" options to confirm or cancel the deletion
When the user clicks ""Yes""
Then the selected page and all its sub-pages are deleted from the Navigation Panel
And the Navigation Panel updates to reflect the deletion
When the user clicks ""No""
Then the deletion is canceled
And the page and its sub-pages remain unchanged in the Navigation Panel",Marketing Operations Platform
374,"PB - As a User, I want to re-order pages within the same parent via Nav - BE","1.Be able to re-order Pages via drag-and-drop from Nav Panel during editing
2. Sub-pages will be moved all together with Page if it contains any
3. After drag-and-drop of Pages, Sub-pages will be *collapsed* under Page from Nav Panel
4. Be able to re-order sub-Pages via drag-and-drop within the *same* parent Page from Nav Panel during editing","Scenario: Reordering Pages and Sub-Pages via Drag-and-Drop in Navigation Panel during Editing
Given the user is in editing mode within the Page Builder
And the Navigation Panel displays a hierarchical list of pages, some containing sub-pages
When the user drags a page to a new position within the Navigation Panel
Then the system moves the selected page to the new position
And if the moved page contains sub-pages, all associated sub-pages move along with it
And after the drag-and-drop action, any sub-pages under the moved page are collapsed in the Navigation Panel",Marketing Operations Platform
378,"PB - As a User, I want the status of  Resource added via Resource Lookup to be linked with Resource module - unsupported resource type scenario","1.Be able to link the status with the the Resources added to Page Builder via Resource Lookup:
2. Image as Image Widget
3. Video as Video Widget","Scenario: Display Resource Status for Widgets Added via Resource Lookup in Page Builder
Given a user is in the Page Builder's editing mode
When the user adds an Image Resource as an Image Widget via the Resource Lookup
Then the status of the Image Resource should be displayed within the Image Widget
And when the user adds a Video Resource as a Video Widget via the Resource Lookup
Then the status of the Video Resource should be displayed within the Video Widget",Marketing Operations Platform
379,"PB - As a User, I want to be able to download the resources added to the page, if I have permission to do so - Video widget","1. Be able to *ONLY* see the download button as per to download the added resources on Editing, Previewing & Viewing of Simple Page *by hovering on Widgets*:
2. Video resource from Video Widget","Scenario: Display Download Button on Hover Over Video Widget in Simple Page
Given a user is viewing, previewing, or editing a Simple Page containing a Video Widget
When the user hovers over the Video Widget
Then a download button should appear on the Video Widget
And clicking the download button should initiate the download of the video resource associated with the Video Widget",Marketing Operations Platform
383,"PB - As a User, I want to move a sub page to become a standalone Smart Page (Parent)","1. Be able to move a sub-Page to become a standalone Page that doesn’t contain any sub-Page, via drag-and-drop from Navigation Panel on editing mode in Page Builder
2. Be able to see the updated order / hierarchy of Page list from Navigation Panel
3. By default, the page list is in order of Last Updated as the same as V2 index list. Once the Navigation Panel gets re-ordered successfully by a User, the new order of Nav Panel will be updated and remain the latest order on editing and viewing till it gets updated again","Scenario: Reordering Pages and Sub-Pages via Drag-and-Drop in Navigation Panel
Given a user is in editing mode within the Page Builder
When the user drags a sub-page from its parent page in the Navigation Panel and drops it at the top level
Then the sub-page becomes a standalone page without any sub-pages
And the Navigation Panel updates to reflect the new page hierarchy and order
And the updated order persists across editing and viewing modes until it is changed again by the user",Marketing Operations Platform
384,"PB - As a User, I want to move a page (sub-page or root-page) to a become a sub page via drag-drop","
1. Be able to move a sub-Page to another root (parent) Page and then become it’s sub-Page via drag-and-drop from Navigation Panel on editing mode in Page Builder as per 
2. Be able to move a root page to become a sub-page of another root page as per ","Scenario: Reorganize Pages and Sub-Pages via Drag-and-Drop in Navigation Panel
Given a user is in editing mode within the Page Builder
When the user drags a sub-page and drops it onto a different root (parent) page in the Navigation Panel
Then the sub-page becomes a child of the selected root page
And the Navigation Panel updates to reflect the new page hierarchy
When the user drags a root page and drops it onto another root page in the Navigation Panel
Then the dragged root page becomes a sub-page of the target root page
And the Navigation Panel updates accordingly to display the new hierarchy",Marketing Operations Platform
385,"PB - As a User, I want to re-order pages within the same parent/root via Nav - FE UI component","1. Be able to re-order Pages via drag-and-drop from Nav Panel during editing
2. Sub-pages will be moved all together with Page if it contains any
3. After drag-and-drop of Pages, Sub-pages will be *collapsed* under Page from Nav Panel","Scenario: Reordering Pages and Sub-Pages via Drag-and-Drop in Navigation Panel
Given a user is in editing mode within the Page Builder
When the user drags a page that contains sub-pages to a new position in the Navigation Panel
Then the page, along with all its sub-pages, should move together to the new position
And after the move, the sub-pages should be collapsed under the parent page in the Navigation Panel
And the updated page order and hierarchy should be saved and persist across editing and viewing modes until changed again by the user",Marketing Operations Platform
386,"PB - As a User, I want the status of  Resource added via Resource Lookup to be linked with Resource module - resource deleted scenario","1. Be able to link the status with the the Resources added to Page Builder via Resource Lookup:
2. Image as Image Widget
3. Video as Video Widget","Scenario: Display Resource Status in Page Builder Widgets
Given a user is in editing mode within the Page Builder
When the user adds an image resource via Resource Lookup
Then the system should insert an Image Widget displaying the selected image
And the Image Widget should visibly indicate the current status of the image resource
When the user adds a video resource via Resource Lookup
Then the system should insert a Video Widget playing the selected video
And the Video Widget should visibly indicate the current status of the video resource",Marketing Operations Platform
387,"PB - As a User, I want to be able to download the resources added to the page, if I have permission to do so - Image widget","1. Be able to *ONLY* see the download button as per to download the added resources on Editing, Previewing & Viewing of Simple Page *by hovering on Widgets*:
2. Image resource from Image Widget","Scenario: Display Download Button on Hover Over Image Widget in Page Builder
Given a user is in the Page Builder in editing, previewing, or viewing mode
When the user hovers over an Image Widget containing an image resource
Then a download button should appear over the Image Widget
And clicking the download button should initiate the download of the image resource
And the download button should not be visible when the Image Widget is not being hovered over",Marketing Operations Platform
388,"PB - As a User, I want the status of  Resource added via Resource Lookup to be linked with Resource module - resource permission lost scenario","1. Be able to only see page contents against my own permission of the resources 
2. Be able to see placeholders icon in the middle and permission lost icon as per if the user has no permission on specific resources whilst editing/previewing/viewing the page
3. Be able to see tooltips by hovering on the permission lost icon as per ","Scenario: Display Placeholders and Permission Icons for Unauthorized Resources in Page Builder
Given a user is editing, previewing, or viewing a page in the Page Builder
When the page contains resources (e.g., images, videos) that the user does not have permission to access
Then the system should display a placeholder icon in the center of the widget representing the restricted resource
And a permission lost icon should be displayed as per the design specifications
And hovering over the permission lost icon should reveal a tooltip explaining the lack of access to the specific resource
And the user should only see page contents for resources they have permission to access",Marketing Operations Platform
389,"PB - As an internal User, I want to set Page limits via MCP settings","
1. Be able to set Page limits on MCP control panel for client sites","Scenario: Set Page Limits for Client Sites in the MCP Control Panel
Given an administrator is logged into the MCP (Management Control Panel)
When the administrator navigates to the settings section for a specific client site
And the administrator sets a page limit for that client site
Then the system should enforce the specified page limit for the client site
And attempts to create additional pages beyond this limit should be restricted
And an appropriate notification should be displayed to inform users of the page limit restriction",Marketing Operations Platform
393,[Bulk SBT] As a user when I toggle next I want the tab to stay engaged (ie. Markup or Response) ,"1. When a user in on the Bulk review page and opens an individual request, then this will open to the Response tab for that request, as it does directly to the single request from the Approval List
2. If however the user selects the Markup or Version/Revision tab, and clicks either the right/next toggle, or the ‘Next’ footer button (if on a completed request), then when the next request in the list opens the last engaged tab also applies to this new request
3. Once user returns to the list, and clicks into another item then the behaviour re-sets to open Response by default","Scenario: Maintain Active Tab Selection Across Requests in Bulk Review
Given a user is on the Bulk Review page
When the user opens an individual request
Then the system should default to displaying the 'Response' tab for that request
When the user selects the 'Markup' or 'Versions/Revisions' tab
And the user navigates to the next request using the right/next toggle or the 'Next' footer button (if on a completed request)
Then the system should display the same tab ('Markup' or 'Versions/Revisions') for the new request
When the user returns to the Bulk Review list
And the user opens another individual request from the list
Then the system should reset to display the 'Response' tab by default for that request",Marketing Operations Platform
394,"PB - As a User, I want to see sub-pages in Custom Page v2 index list (with a subtitle for parent)","1. Be able to see a new row of information: ""Parent: {parent page name}"" after clicking on ""+"" button from the v2 index list for *sub-pages*","Scenario: Display Parent Page Information for Sub-Pages in V2 Index List
Given a user is viewing the V2 index list
And the list contains pages with sub-pages
When the user clicks on the ""+"" button next to a sub-page
Then a new row of information should appear beneath the sub-page
And this row should display ""Parent: {parent page name}""
Where ""{parent page name}"" is the name of the sub-page's parent page",Marketing Operations Platform
395,"PB - As a User, I want to configure permissions of sub-pages in Admin -> Group","1. Be able to see and configure sub-pages under their parent pages in line with design of resource folder/sub-folders in Admin - Group - Permission
2. Be able to trigger propagation in line with the same logic of resource folder/sub-folders in Admin - Group - Permission","Scenario: Configure and Propagate Permissions for Sub-Pages Under Parent Pages
Given an administrator is in the Admin - Group - Permission section
When the administrator views the list of pages
Then sub-pages should be displayed nested under their respective parent pages, consistent with the design of resource folders and sub-folders
When the administrator sets permissions on a parent page
And chooses to propagate these permissions
Then the system should apply the same permissions to all sub-pages under that parent page, following the same logic used for resource folders and sub-folders
And the administrator should receive a confirmation that permissions have been successfully propagated to all sub-pages",Marketing Operations Platform
396,"PB - (BE) As a User, I want to create a sub-page for an exisiting Simple Page via Nav","1. Be able to click on setting button of a simple page from Nav as per 
2. Be able to see the sub-page popup as per","Scenario: Access and View Sub-Page Settings via Navigation Panel
Given a user is in the Page Builder's editing mode
When the user clicks on the settings button (represented by a gear icon) of a simple page from the Navigation Panel
Then a popup should appear displaying the settings for that page
And if the page has sub-pages, the popup should include options to manage these sub-pages, such as viewing, adding, or editing them
And the user should be able to configure settings specific to the sub-pages within this popup",Marketing Operations Platform
397,"PB - (FE integration) As a User, I want to create a sub-page for an exisiting Simple Page via Nav","1. Be able to click on setting button of a simple page from Nav as per 
2. Be able to see the sub-page popup as per ","Scenario: Access Sub-Page Settings via Navigation Panel
Given a user is in the Page Builder's editing mode
When the user clicks on the settings button (represented by a gear icon) of a simple page from the Navigation Panel
Then a popup should appear displaying the settings for that page
And if the page has sub-pages, the popup should include options to manage these sub-pages, such as viewing, adding, or editing them
And the user should be able to configure settings specific to the sub-pages within this popup",Marketing Operations Platform
403,"BP - As a User, I want to choose the best quality of single selected Image resource via Resource Lookup to appear as original file as a background image in the target area (download linkage)","1. Be able to single select an Image resource via Resource Lookup overlay and proceed to Choose Image Quality popup afterwards
2. Be able to see the Image Quality options popup in Page Builder as per ","Scenario: Selecting an Image Resource and Choosing Image Quality in Page Builder
Given the user is editing a page in Page Builder
When the user opens the Resource Lookup overlay
And the user selects a single image resource
Then the system displays the ""Choose Image Quality"" popup
And the user can select the desired image quality option from the popup
And the selected image with the chosen quality is inserted into the page",Marketing Operations Platform
404,"BP - As a User, I want to choose the best quality of single selected Image resource via Resource Lookup to appear as original file in Image Widget (download linkage)","1. Be able to single select an Image resource via Resource Lookup overlay and proceed to Choose Image Quality popup afterwards
2. Be able to see the Image Quality options popup in Page Builder as per ","Scenario: Selecting an Image Resource and Choosing Image Quality in Page Builder
Given the user is editing a page in the Page Builder
When the user opens the Resource Lookup overlay
And the user selects a single image resource
Then the system displays the ""Choose Image Quality"" popup
And the user can select the desired image quality option from the popup
And the selected image with the chosen quality is inserted into the page",Marketing Operations Platform
414,"PB - As a User, I want to delete pages via Nav - FE","1. Be able to click on setting button of a simple page from Nav as per and click on Delete
2. Be able to see the deletion popup","Scenario: Deleting a Simple Page via Navigation Settings
Given I am on the navigation panel in editing mode
When I click on the settings button of a simple page
And I select the ""Delete"" option
Then a deletion confirmation popup should appear",Marketing Operations Platform
415,"PB - (DND replace) As a User, I want to create a sub-page for an exisiting Smart Page via Nav","1. Be able to click on setting button of a simple page from Nav as per 
2. Be able to see the sub-page popup as per 
3. Be able to input the sub page's title and save (change ""Done"" to ""Save"")","Scenario: Adding a Sub-Page via Navigation Settings
Given I am in the navigation panel in editing mode
When I click on the settings button of a simple page
And I select the ""Add Sub-Page"" option
Then a sub-page creation popup should appear
When I input the sub-page's title
And I click the ""Save"" button
Then the new sub-page should be added under the selected simple page in the navigation panel",Marketing Operations Platform
429,"PB - As a User, I want to see Nav panel when viewing a Simple Page","1. Be able to see the new extend / collapse button icon from the top left to open the Left Side Panel as Page Nav as per 
2. Be able to see all the saved Simple pages from the Left Side Panel against current user’s permission as per ","Scenario: Expand/Collapse Left Side Panel to Display Simple Pages Based on User Permissions
Given I am a user with specific permissions
When I click the expand/collapse button icon located at the top left corner of the interface
Then the Left Side Panel should open as the Page Navigation
And I should see all the saved Simple pages in the Left Side Panel that I have permission to access",Marketing Compliance
430,"PB - As a User, I want to switch pages via Nav (with popup msg if there is a change during editing/previewing)",1. Be able to see popup warning msg if switching pages *without* changes saved (including Page Title) on creating / editing as per ,"Scenario: Display Warning Popup When Navigating Away with Unsaved Changes
Given I am creating or editing a page
And I have made changes that have not been saved, including modifications to the Page Title
When I attempt to switch to another page without saving these changes
Then a warning popup message should appear, alerting me that I have unsaved changes
And the popup should prompt me to confirm whether I want to leave the current page without saving or stay to save my changes",Marketing Compliance
431,"PB - As a User, I want to see Nav panel when editing a Simple Page(FE)","1. Be able to see the new tab ""Pages"" from Right Side Panel when editing an existing Simple Page (By default, it's opened, compared to ""Builder"") as per 
2. Be able to see all the saved Simple pages against current user’s permission, from the tab of  the Right Side Panel as per ","Scenario: Display ""Pages"" Tab in Right Side Panel with Accessible Simple Pages
Given I am editing an existing Simple Page
When I view the Right Side Panel
Then the ""Pages"" tab should be visible and open by default
And the ""Pages"" tab should list all saved Simple Pages that I have permission to access",Marketing Compliance
432,"PB - As a User, I want to see Nav panel when creating a Simple Page(BE)","1. Be able to see the new tab ""Pages"" from Right Side Panel when creating a Simple Page (By default, it's opened, compared to ""Builder"" tab) as per 
2. Be able to see all the saved Simple pages against current user’s permission, from the tab of the Right Side Panel as per 
3. By default, in oder of *Last Updated* as the same in v2 index list","Scenario: Display ""Pages"" Tab in Right Side Panel During Simple Page Creation with Ordered List of Accessible Pages
Given I am creating a new Simple Page
When I view the Right Side Panel
Then the ""Pages"" tab should be visible and open by default
And the ""Pages"" tab should list all saved Simple Pages that I have permission to access
And the list of pages should be ordered by the ""Last Updated"" date, consistent with the ordering in the version 2 index list",Marketing Compliance
434,"As a User, I want to see ""Closed Caption"" only when file format is enabled as Video from Filter Panel in Resource module","1. Filtering Options - General Options - Closed Captions will be by default invisible and will be visible only when the File Format is enabled with 'Video,' 'Audio,' or 'Video and Audio.' in the below scenarios:
2. Only Audio +or+ Video is selected","Scenario: Conditional Visibility of Closed Captions Filter Based on File Format Selection
Given I am on the Filtering Options interface under General Options
When I select 'Audio', 'Video', or 'Video and Audio' as the File Format
Then the Closed Captions filter should become visible
And I should be able to interact with the Closed Captions filter
When I select any other File Format
Then the Closed Captions filter should be hidden",Marketing Compliance
436,"BP - As a User, I want the single selected Video resource via Resource Lookup to appear in Video Widget (preview linkage)","1. Be able to upload the latest single-selected video resource from overlay to target areas on page
2. Video Widgets
3. Be able to see the selected Video resource with .mp4 file type by its preview link as default","Scenario: Upload and Display a Single-Selected Video Resource in Video Widgets with Default .mp4 Preview
Given I have opened the resource selection overlay
When I single-select a video resource with a .mp4 file type
And I upload it to a target area on the page designated for video widgets
Then the selected video should be displayed within the video widget
And the video should be previewed by default using its .mp4 file
And I should be able to play the video directly within the widget",Marketing Compliance
437,"BP - As a User, I want the single selected Image resource via Resource Lookup to appear in Image Widget (preview linkage)","1. Be able to see the latest single-selected image resource from overlay in target areas:
2. Image Widgets
3. Be able to see the selected and added image resource by its preview link","Scenario: Display Selected Image Resource in Image Widget with Preview Link
Given I am using the resource selection overlay
When I single-select an image resource
And I add it to an Image Widget on the page
Then the selected image should be displayed within the Image Widget
And the image should be accessible through its preview link",Marketing Compliance
438,"BP - As a User, I want the single selected Image resource via Resource Lookup to appear as a background image in the target area (preview linkage)","1. Be able to see the latest single-selected image resource from overlay in target areas:
2. Page, Section, Block as background
3. Be able to see the selected and added image resource by its preview link ","Scenario: Apply Selected Image Resource as Background to Page, Section, or Block
Given I am editing a page
And I have opened the resource selection overlay
When I single-select an image resource
And I apply it as a background to a specific page, section, or block
Then the selected image should be set as the background for the chosen page, section, or block
And the background image should be displayed using its preview link",Marketing Compliance
439,"BP - As a User, I want to single select resources from Resource Lookup with unchangeable filter based on file type in Page Builder","1. Be able to see and select resources into Page Builder via Resource Lookup with unchangeable filter applied with results by default, depending on the target page area:
2. Page/Section/Block background: Filtering Options > General Options > File Format will be *locked* with only *Image* enabled","Scenario: Resource Lookup with Unchangeable Image Filter for Background Selection in Page Builder
Given I am using the Resource Lookup overlay within the Page Builder
When I attempt to select a resource for a Page, Section, or Block background
Then the Filtering Options should display
And the General Options > File Format filter should be locked with only 'Image' enabled
And the search results should display only image resources
And I should be able to select an image resource from these results
And the selected image should be applied as the background to the chosen Page, Section, or Block",Marketing Compliance
443,"As a user, I want to see added information saved to request when I click on Navigation buttons for Single Page","1.This should follow same requirements as in but with the below additional handling to what has already been done in Grouped work:
2. If ‘Complete Stage’ is present and selected/deselected (either via bulk apply, or single) then this is retained on the individual item level as user navigates between items (either toggles, save & next, or clicking out of single > back to list > back to single)","Scenario: Retaining 'Complete Stage' Selection During Navigation in Bulk Review
Given I am on the Bulk Review page
And I have selected or deselected the 'Complete Stage' option for individual requests
When I navigate between items using toggles, the 'Save & Next' button, or by clicking out of a single item back to the list and then back to a single item
Then the 'Complete Stage' selection should be retained for each individual request as previously set",Marketing Compliance
446,As a user I want to see 'Bulk Review' in bulk review page header (page name),"1. When Bulk Review page is opened, as done in, name of page is simply ‘Bulk Review’","Scenario: Display 'Bulk Review' as the Page Title on the Bulk Review Page
Given I am a user with appropriate permissions
When I navigate to the Bulk Review page
Then the page title should be displayed as 'Bulk Review'",Marketing Compliance
451,As a user I want to click 'Review Request' action in action dropdown in footer to open Bulk Approve Page (action redirect),"1. When Bulk ‘Review Request’ action is clicked, as done in, then the Bulk Review Request page opens","Scenario: Navigating to the Bulk Review Request Page
Given I am a user with appropriate permissions
When I click on the 'Bulk Review Request' action
Then the Bulk Review Request page should open",Marketing Compliance
452,As a user I want to see 'Review Request' bulk action in action dropdown in footer,"1. When one item’s checkbox is selected, the Bulk Action footer bar displays ","Scenario: Display Bulk Action Footer When One Item is Selected
Given the user is on the items list page
And there are multiple items displayed with checkboxes
When the user selects a single item's checkbox
Then the Bulk Action footer bar should be displayed",Marketing Compliance
453,As a user I want to check cancel in footer to clear the select of all selected requests,"1.When one item’s checkbox is selected, the Bulk Action footer bar displays 
2. 'Cancel' action shows on right side of footer","Scenario: Display Bulk Action Footer with 'Cancel' Action on the Right
Given the user is on the items list page
And there are multiple items displayed with checkboxes
When the user selects a single item's checkbox
Then the Bulk Action footer bar should be displayed
And the 'Cancel' action should be visible on the right side of the footer",Marketing Compliance
458,As an Admin user I want to enable Bulk Approve in Admin > Workflow Templates,"1. When Bulk Approval MCP setting from is enabled, then in Admin > Workflows a new setting will display based on the below:
2. For existing edited *Record File Approval* Templates
3. For new *Record File Approval* Templates","Scenario: Display New Setting in Admin > Workflows When Bulk Approval MCP Setting is Enabled
Given the Bulk Approval MCP setting is enabled
When the user navigates to Admin > Workflows
Then a new setting should be displayed for:
Existing edited Record File Approval templates
New Record File Approval templates",Marketing Compliance
460,"FE task: As a User, I want to Delete the name from resources across platform on Training Centre","1. Be able to see ""Delete profile"" action icon for recognised faces from training centre as per 
2. Be able to see tooltips while hovering on the icon","Scenario: Display 'Delete Profile' Icon with Tooltip for Recognized Faces
Given the user is in the training center
And there are recognized faces displayed
When the user views a recognized face profile
Then the ""Delete Profile"" action icon should be visible
And when the user hovers over the icon, a tooltip should be displayed






",Marketing Compliance
461,"As a user I want to be able to click on a ""Known"" face on Info Preview to perform a search with that name","1. *Known* faces should be clickable in the tag area on info preview
2. Be able to still see bounding boxes appearing when hovering on 
3. Be able to click on *Known* faces and open a new tab where the corresponding person’s name automatically inputted into the resource search bar at root level","Scenario: Clickable Known Faces in Tag Area with Bounding Boxes and Resource Search
Given the user is viewing the info preview
And there are Known faces displayed in the tag area
When the user hovers over a Known face
Then the bounding box should appear around the face
And when the user clicks on a Known face
Then a new tab should open
And the corresponding person’s name should be automatically inputted into the resource search bar at the root level",Marketing Compliance
464,"PB - As a User, I want to single-select resource from resource module overlay","1. Be able to *single-select resources only* to save the select from the overlay and then upload to designated area in Page Builder:
2. Image type resource for background of 
3. Page/Section/Block","Scenario: Single-Select Resources for Upload in Page Builder
Given the user is in the overlay for selecting resources
When the user selects a single resource
And the resource is an image type
Then the selection should be saved
And the image should be uploaded to the designated area in Page Builder for a Page, Section, or Block
And multiple resource selection should not be allowed






",Marketing Compliance
465,"PB - As a User, I want to see and access resource module via a lookup button to select & upload Resources into Page Builder",1. Be able to see resource lookup button “Select“ from Side Panel as per ,"Scenario: Display 'Select' Resource Lookup Button in Side Panel
Given the user is viewing the Side Panel
When the panel contains a resource lookup option
Then the ""Select"" button should be visible
And the user should be able to interact with it as per the design",Marketing Compliance
